product_key,search_query,brand,model,capacity,storage_type,form_factor,interface,shopee_query,ads_count,best_price_brl,avg_price_brl,max_price_brl,total_sold,max_rating,total_reviews,best_title,best_url,best_mlb_id,source_pages,grouped_titles
memoria|ram|para|ddr5|5600|16gb,memoria ram ddr5,Kingston,,16GB,,,,Kingston 16GB,2,2010.0,2010.0,2010.0,0,,0,Memoria Ram Para Pc Ddr5 16gb 5600 Fury Beast Kingston,https://www.mercadolivre.com.br/memoria-ram-para-pc-ddr5-16gb-5600-fury-beast--kingston/up/MLBU2907461214#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=47&type=product&tracking_id=48b89447-4a5c-4062-8d59-b966655ad596&wid=MLB5225911630&sid=search,MLB5225911630,4;7,Memoria Ram Para Pc Ddr5 16gb 5600 Fury Beast Kingston
hiksemi|2048gb|nvme,ssd nvme,Hiksemi,,2048GB,NVMe,,PCIe 4.0,Hiksemi 2048GB NVMe PCIe 4.0,2,2056.0,2124.5,2193.0,0,,0,Ssd Nvme Gen.4 Hiksemi Future Lite 2048gb 7100mbs Gen4,https://www.mercadolivre.com.br/ssd-nvme-gen4-hiksemi-future-lite-2048gb-7100mbs-gen4/up/MLBU4152953638#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=48&type=product&tracking_id=08babc82-d0ae-4619-8af4-094748010b85&wid=MLB7023511158&sid=search,MLB7023511158,2;4,Ssd Nvme Gen.4 Hiksemi Future Lite 2048gb || Ssd Nvme Gen.4 Hiksemi Future Lite 2048gb 7100mbs Gen4
memoria|ddr5|6000mt|s|kingston|16gb,memoria ram ddr5,Kingston,,16GB,,,,Kingston 16GB,2,2100.0,2102.5,2105.0,0,,0,Memória Ddr5 16gb 6000mt/s Kingston Fury Beast Rgb Expo,https://www.mercadolivre.com.br/memoria-ddr5-16gb-6000mts-kingston-fury-beast-rgb-expo/up/MLBU2980383212#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=31&type=product&tracking_id=562aabe2-6ce9-4448-9307-05df0136e546&wid=MLB3959014231&sid=search,MLB3959014231,10;9,Memória Ddr5 16gb 6000mt/s Kingston Fury Rgb Expo || Memória Ddr5 16gb 6000mt/s Kingston Fury Beast Rgb Expo
crucial|plus|2tb|nvme,ssd nvme,Crucial,Plus,2TB,NVMe,,,Crucial Plus 2TB NVMe,2,2700.0,2735.5,2771.0,0,,0,Ssd Nvme 2tb Crucial P3 Plus - 5000mb/s - Envio Rapido - Nf,https://www.mercadolivre.com.br/ssd-nvme-2tb-crucial-p3-plus--5000mbs--envio-rapido--nf/up/MLBU2924018863#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=9&type=product&float_highlight=last_unit&tracking_id=bb27f9e2-487c-4e32-bae2-cfa857d23c11&wid=MLB5242728954&sid=search,MLB5242728954,3;8,Ssd Nvme 2tb Crucial P3 Plus - 5000mb/s - Envio Rapido - Nf || Ssd Interno Crucial P5 Plus 2tb Pcie 4.0 3d Nand Nvme M.2
memoria|kingston|fury|impact|ddr5|32gb,memoria ram ddr5,Kingston,,32GB,,,,Kingston 32GB,2,2895.0,2897.0,2899.0,100,,0,Memória Kingston Fury Impact 32gb Ddr5 5600mhz 1.1v Notebook,https://www.mercadolivre.com.br/memoria-kingston-fury-impact-32gb-ddr5-5600mhz-11v-notebook/p/MLB25777298#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=19&type=product&tracking_id=56117de3-36d7-4e30-9300-18626952aaf7&wid=MLB4473520617&sid=search,MLB4473520617,2;4,Memória Kingston Fury Impact 32gb Ddr5 5600mhz 1.1v Notebook
adata|2tb|nvme,ssd nvme,Adata,,2TB,NVMe,M.2,PCIe,Adata 2TB NVMe M.2,2,2920.0,3005.0,3090.0,1000,,0,Ssd M.2 Nvme 2tb Pcie Gen4x4 Adata Blade Xpg S70 3d Nand Agammixs70b-2t-cs Para Pc E Ps5 Velocidade De Leitura Até 7400mb/s E Velocidade De Gravação Até 6400mb/s Cor Preto,https://www.mercadolivre.com.br/ssd-m2-nvme-2tb-pcie-gen4x4-adata-blade-xpg-s70-3d-nand-agammixs70b-2t-cs-para-pc-e-ps5-velocidade-de-leitura-ate-7400mbs-e-velocidade-de-gravaco-ate-6400mbs-cor-preto/p/MLB21766268#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=40&type=product&float_highlight=last_units&tracking_id=bb27f9e2-487c-4e32-bae2-cfa857d23c11&wid=MLB4754921198&sid=search,MLB4754921198,3;6,Ssd M.2 Nvme 2tb Pcie Gen4x4 Adata Blade Xpg S70 3d Nand Agammixs70b-2t-cs Para Pc E Ps5 Velocidade De Leitura Até 7400mb/s E Velocidade De Gravação Até 6400mb/s Cor Preto || Ssd 2tb M.2 Pci-e 4.0 X4 Gammix S70 Blade Nvme Xpg Adata
memoria|ram|adata|ddr5|5600|32gb,memoria ram ddr5,Adata,,32GB,,,,Adata 32GB,2,2990.0,3026.0,3062.0,100,,0,Memória Ram Adata 32gb Ddr5 5600 Sodimm Notebook,https://www.mercadolivre.com.br/memoria-ram-adata-32gb-ddr5-5600-sodimm-notebook/p/MLB43942169#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=56&type=product&float_highlight=last_unit&tracking_id=5d5dc4a3-5a6e-4338-97b3-629ff4d24a24&wid=MLB4457742801&sid=search,MLB4457742801,1;3,Memória Ram Adata 32gb Ddr5 5600 Sodimm Notebook
memoria|ram|adata|ddr5|5600mhz|32gb,memoria ram ddr5,Adata,,32GB,,,,Adata 32GB,2,3154.0,3228.5,3303.0,0,,0,Memória Ram Adata Ddr5 5600mhz 32gb Ad5u560032g-s,https://www.mercadolivre.com.br/memoria-ram-adata-ddr5-5600mhz-32gb-ad5u560032gs/up/MLBU3769973736#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=48&type=product&tracking_id=f50bf2fb-feca-41a9-892d-623a7542606a&wid=MLB6213919290&sid=search,MLB6213919290,3;8,Memória Ram Adata Ddr5 5600mhz 32gb Ad5u560032g-s || Memoria Ram Adata 32gb Ddr5 5600mhz Pc5-44800 Ad5u560032g-s
kingston|nv3|4tb|nvme,ssd nvme,Kingston,NV3,4TB,NVMe,M.2,PCIe 4.0,Kingston NV3 4TB NVMe M.2 PCIe 4.0,2,3180.0,3180.0,3180.0,1025,,0,Ssd M.2 Nvme 2280 Kingston 4tb Nv3 Snv3s/4000g Pci-e Gen 4.0 Formato M.2 2280 Velocidade De Leitura Até 6000 Mb/s E Gravação Até 5000 Mb/s Cor Azul,https://www.mercadolivre.com.br/ssd-m2-nvme-2280-kingston-4tb-nv3-snv3s4000g-pci-e-gen-40-formato-m2-2280-velocidade-de-leitura-ate-6000-mbs-e-gravaco-ate-5000-mbs-cor-azul/p/MLB43202245#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=39&type=product&float_highlight=last_units&tracking_id=c527baac-dc15-4d5d-b37b-2defcf7c4000&wid=MLB4790071905&sid=search,MLB4790071905,1;5,Ssd M.2 Nvme 2280 Kingston 4tb Nv3 Snv3s/4000g Pci-e Gen 4.0 Formato M.2 2280 Velocidade De Leitura Até 6000 Mb/s E Gravação Até 5000 Mb/s Cor Azul || Ssd M.2 Nvme 2280 Kingston 4tb Nv3 Snv3s/4000g Pci-e Gen 4.0
memoria|ram|ddr5|4800mhz|keepdata|32gb,memoria ram ddr5,Keepdata,,32GB,,,,Keepdata 32GB,2,3211.0,3219.0,3227.0,0,,0,Memória Ram Desktop Ddr5 32gb 4800mhz Keepdata Kd48n40/32g,https://www.mercadolivre.com.br/memoria-ram-desktop-ddr5-32gb-4800mhz-keepdata-kd48n4032g/up/MLBU3756581650#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=54&type=product&tracking_id=4d79b93f-5e88-4ca9-8f64-d3aad456f4b8&wid=MLB6194908652&sid=search,MLB6194908652,6,Memória Ram Desktop Ddr5 32gb 4800mhz Keepdata Kd48n40/32g
kingston|2tb|nvme,ssd nvme,Kingston,,2TB,NVMe,M.2,PCIe 4.0,Kingston 2TB NVMe M.2 PCIe 4.0,2,3249.0,3482.0,3715.0,0,,0,Ssd M2 Nvme Kingston Fury Renegade G5 2tb Pci 5.0,https://www.mercadolivre.com.br/ssd-m2-nvme-kingston-fury-renegade-g5-2tb-pci-50/up/MLBU3964684401#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=17&type=product&tracking_id=3ddcd777-34ac-4f74-8626-8356dfaaeff6&wid=MLB6783383150&sid=search,MLB6783383150,4;7,Ssd M.2 2tb Kingston Kc3000 Nvme Pcie 4.0 X4 Skc3000d/2048g || Ssd M2 Nvme Kingston Fury Renegade G5 2tb Pci 5.0
memoria|kingston|fury|beast|ddr5|32gb,memoria ram ddr5,Kingston,,32GB,,,,Kingston 32GB,2,3459.0,3604.0,3749.0,1000,,0,Memoria Kingston Fury Beast 32gb Ddr5 5600mhz Kf556c40bb-32,https://www.mercadolivre.com.br/memoria-kingston-fury-beast-32gb-ddr5-5600mhz-kf556c40bb-32/p/MLB22431765#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=41&type=product&tracking_id=56117de3-36d7-4e30-9300-18626952aaf7&wid=MLB4473490023&sid=search,MLB4473490023,2;5,Memoria Kingston Fury Beast 32gb Ddr5 5600mhz Kf556c40bb-32
memoria|ddr5|kingston|fury|beast|32gb,memoria ram ddr5,Kingston,,32GB,,,,Kingston 32GB,2,3500.0,3620.0,3740.0,25,,0,"Memória Ddr5 Kingston Fury Beast, Rgb, 32gb (2x16gb)",https://www.mercadolivre.com.br/memoria-ddr5-kingston-fury-beast-rgb-32gb-2x16gb/p/MLB39011957#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=48&type=product&tracking_id=56117de3-36d7-4e30-9300-18626952aaf7&wid=MLB6902093228&sid=search,MLB6902093228,10;2,"Memória Ddr5 Kingston Fury Beast, Rgb, 32gb (2x16gb) || Memória Gamer Ddr5 Kingston Fury Beast 32gb 5200mhz"
memoria|servidor|samsung|1rx8|ddr5|16gb,memoria ram ddr5,Samsung,,16GB,,,,Samsung 16GB,2,3560.0,3667.0,3774.0,0,,0,Memória Servidor Samsung 16gb 1rx8 Ddr5-4800 Rdimm,https://www.mercadolivre.com.br/memoria-servidor-samsung-16gb-1rx8-ddr54800-rdimm/up/MLBU3089886940#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=59&type=product&tracking_id=4d79b93f-5e88-4ca9-8f64-d3aad456f4b8&wid=MLB5328561338&sid=search,MLB5328561338,5;6,Memória Servidor Samsung 16gb 1rx8 Ddr5 4800 Rdimm || Memória Servidor Samsung 16gb 1rx8 Ddr5-4800 Rdimm
modulo|de|memoria|ram|ddr5|32gb,memoria ram ddr5,,,32GB,,,,modulo de memoria ram,2,3618.0,3858.5,4099.0,0,1.1,0,"Módulo De Memória Ram Ddr5 Target, 32 Gb, 1,1 V, 5200 Mhz",https://www.mercadolivre.com.br/-modulo-de-memoria-ram-ddr5-target-32-gb-11-v-5200-mhz/p/MLB2085135716#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=20&type=product&tracking_id=5d5dc4a3-5a6e-4338-97b3-629ff4d24a24&wid=MLB4637006617&sid=search,MLB4637006617,1,"Módulo De Memória Ram Ddr5 Target, 32 Gb, 1,1 V, 5200 Mhz || Módulo De Memória Ram Ddr5 Target, 32 Gb, 1,1 V, 6000 Mhzxmp"
memoria|ram|para|2x16gb|ddr5|32gb,memoria ram ddr5,Corsair,,32GB,,,,Corsair 32GB,2,3800.0,3892.5,3985.0,500,,0,Memória Ram Para Pc Gamer (2x16gb) 32gb Ddr5 6400mhz Cl36,https://produto.mercadolivre.com.br/MLB-4794400431-memoria-ram-para-pc-gamer-2x16gb-32gb-ddr5-6400mhz-cl36-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=8&type=item&tracking_id=40dc4e04-2f98-496c-a06b-e982dc1f494b&wid=MLB4794400431&sid=search,MLB4794400431,6;7,Memória RAM para PC Gamer (2x16GB) 32GB DDR5 6400mhz Cl36 Corsair Vengeance RGB CMH32GX5M2B6400C36 Cor Preta || Memória Ram Para Pc Gamer (2x16gb) 32gb Ddr5 6400mhz Cl36
memoria|ddr5|amd|expo|6000mhz|32gb,memoria ram ddr5,,,32GB,,,,memoria ddr5 amd expo,2,3999.0,4087.0,4175.0,500,,0,Memoria DDR5 AMD Expo 6000mhz CL30 32GB 2x16GB Team Group T-Force delta RGB,https://www.mercadolivre.com.br/memoria-ddr5-amd-expo-6000mhz-cl30-32gb-2x16gb-team-group-t-force-delta-rgb/p/MLB37840704#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=44&type=product&tracking_id=3c0bd438-a00d-4bd7-872a-44421a689b7b&wid=MLB7086395018&sid=search,MLB7086395018,9,Memória DDR5 Amd Expo 32GB 6000mhz CL30 2x16GB G.skill Trident F5-6000J3038F16GX2-TZ5NR Z5 Neo RGB Preto || Memoria DDR5 AMD Expo 6000mhz CL30 32GB 2x16GB Team Group T-Force delta RGB
memoria|ddr5|corsair|dominator|platinum|32gb,memoria ram ddr5,Corsair,,32GB,,,,Corsair 32GB,2,4098.0,4098.5,4099.0,50,,0,Memória Ddr5 Corsair Dominator Platinum Rgb 32gb 6200mhz,https://www.mercadolivre.com.br/memoria-ddr5-corsair-dominator-platinum-rgb-32gb-6200mhz/p/MLB22594107#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=7&type=product&tracking_id=70662bf6-14e9-4cf5-bdcf-bb1c5b632811&wid=MLB4693808271&sid=search,MLB4693808271,8;9,Memória Ddr5 Corsair Dominator Platinum Rgb 32gb 6200mhz || Memória Ddr5 Corsair Dominator Platinum Rgb 32gb 6400mhz
kit|de|memoria|ram|kingston|32gb,memoria ram ddr5,Kingston,,32GB,,,,Kingston 32GB,2,4388.0,4844.0,5300.0,0,,0,Kit de memória RAM Kingston Fury Beast Rgb Ddr5 32gb 5600mt/s,https://www.mercadolivre.com.br/kit-de-memoria-ram-kingston-fury-beast-rgb-ddr5-32gb-5600mts/p/MLB29661410#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=18&type=product&tracking_id=48b89447-4a5c-4062-8d59-b966655ad596&wid=MLB6456373506&sid=search,MLB6456373506,4;7,Kit de memória RAM Kingston Fury Beast Rgb Ddr5 32gb 5600mt/s || Kit de memória RAM Kingston Fury Beast Rgb Ddr5 32gb 6000mt/s
memoria|corsair|vengeance|rgb|16x2|32gb,memoria ram ddr5,Corsair,,32GB,,,,Corsair 32GB,2,4498.0,4498.0,4498.0,25,,0,Memória Corsair Vengeance Rgb 32gb 16x2 Ddr5 Bus 6200 Branca,https://www.mercadolivre.com.br/memoria-corsair-vengeance-rgb-32gb-16x2-ddr5-bus-6200-branca/p/MLB27117638#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=6&type=product&tracking_id=70662bf6-14e9-4cf5-bdcf-bb1c5b632811&wid=MLB4263970883&sid=search,MLB4263970883,8;9,Memória Corsair Vengeance Rgb 32gb 16x2 Ddr5 Bus 6200 Branca
samsung|84tb|ssd,ssd nvme,Samsung,,84TB,SSD,2.5,,Samsung 84TB,2,5499.0,5499.0,5499.0,0,,0,"Ssd Samsung Enterprise 3.84tb, 2.5, Sas, 12gbps, Read Intensive",https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=88gJbY17LfzwHMIs0y%2F00fqzyTTgJLZ9rWxRtETcE6FgpOdeVYBY1tQI0miAyI5%2FMraOAuKuCBHMZTnL70z4PaGiRf8oIqW4azJ8xvLlnXZnvkuBTJWierlRvcDboqbTufrztS2pcKvEjprSmeQ%2BlhNMAggzDL622z0boiX%2FM1Oun4YrXpc4XjDY732KxHUonT0MaFUWEBL5ICVFXMfYMmm4kK2ZKOiSipMWoXDtr3EDsgd7Wyt90eBbFmCmlwqSqYLggZQ%2FI9pmRYpaXlJJMC8pRtHtdJOD8bmBsF%2FMNVAu9fW1123SJlUehK9uRT2OgbrjQbn%2BmS8%2BNMK4CnZ60DaOMEnYu0S1gLchMM8bQRWnp1BM5LFGcQM5S7Y574LQj%2BZ6d%2Bb4pJXZB8kp7nbt%2BchrF4U3stV8HhLejobf7W8vIDNkh%2FskKhMJBTeSaKvLeT%2BYL8q2FJ34Wrh7JRACKy8NfNvkDKpWBIaK2xt%2BuDARTIta8hz0FTNdTCOUOIFYn3BMbzphVNn6dUD8tnCmBA9iymzAMYY1M2bSL93DTs%2Bt27Ci79Vzn42EH7ABqGbMiYmKV4xkbDqQcdnyCZzz6MAuJt8csiUhCADxCTldtcnWpiTHZ%2B8Rnw1sCJ1c7npbA1NzpV%2Fyz2m4dvFvAzjlN6eV8UB3CiTFgnf%2FBstDTOXriX9l7KvdXAwb%2BzQIxzacaIXpsG3HEFN4n9WtBA9iS3x8mI04qWm0XevVZseX1Tcj%2B1CVaBhYl4lyL2lSshjrFihcTJb%2FF1uzvEnyC6ylAEJ7JMm%2FCCDcb%2FKGdNItKVdhJOhr1LQ2%2FJXHa%2BI0visxdxDAOWh1MoLwJ6%2FKV2gqCtHXGsAkqLe4ZBsx5QK6Y%2FEaAVjpnw2Sr%2FpkMW76HsEAmCpvXgavPD7XOGPExLJoNPtDM9ondk%2BZlhMZVsVJXAi7h11RHizfqpWTv%2BECR4zzOHWMbXOkHy8ofICglCZ0XA4x2KoKit3qylQxZ3%2FsrxdQjmEEqX9ZpQ%3D%3D&pdp_filters=item_id%3AMLB4725083009#polycard_client=search-desktop&is_advertising=true&searchVariation=MLBU4039172556&backend_model=search-backend&be_origin=backend&search_layout=grid&position=13&type=pad&tracking_id=c527baac-dc15-4d5d-b37b-2defcf7c4000&wid=MLB4725083009&sid=search,MLB4725083009,1,"Ssd Samsung Enterprise 3.84tb, 2.5, Sas, 12gbps, Read Intensive || Ssd Samsung Enterprise 3.84tb, 2.5, Sas, 12gbps, Mixed Use"
memoria|ram|corsair|dominator|platinum|64gb,memoria ram ddr5,Corsair,,64GB,,,,Corsair 64GB,2,7761.0,7880.0,7999.0,0,,0,Memória Ram Corsair Dominator Platinum 64gb Ddr5 5600mhz,https://www.mercadolivre.com.br/memoria-ram-corsair-dominator-platinum-64gb-ddr5-5600mhz/p/MLB38163506#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=12&type=product&tracking_id=4d79b93f-5e88-4ca9-8f64-d3aad456f4b8&wid=MLB4475172613&sid=search,MLB4475172613,6;9,Memória Ram Corsair Dominator Platinum 64gb Ddr5 5600mhz || Memória Ram Corsair Dominator Platinum Ddr5 5200mhz 64gb
2|intel|optane|m10|16gb,ssd nvme,,,16GB,SSD,M.2,,2 intel optane m10 M.2,1,29.0,29.0,29.0,100,,0,Ssd M.2 Intel Optane 16gb M10,https://www.mercadolivre.com.br/ssd-m2-intel-optane-16gb-m10/up/MLBU1109938094#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=34&type=product&tracking_id=bb27f9e2-487c-4e32-bae2-cfa857d23c11&wid=MLB2645370552&sid=search,MLB2645370552,3,Ssd M.2 Intel Optane 16gb M10
hdd|barato|u|107tb|para|1tb,ssd nvme,,,1TB,,,,hdd barato u 107tb,1,47.0,47.0,47.0,0,,0,Hdd Externo Barato 1tb U Hd 107tb Para Notebook E,https://produto.mercadolivre.com.br/MLB-4799476785-hdd-externo-barato-1tb-u-hd-107tb-para-notebook-e-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=59&type=item&tracking_id=e70ccd18-2b1e-41a6-8cf8-ea0040015140&sid=search,MLB4799476785,8,Hdd Externo Barato 1tb U Hd 107tb Para Notebook E
porta|hard|estojo|capa|protecao,ssd nvme,,,,,,,porta hard estojo capa,1,54.0,54.0,54.0,1000,,0,Porta Hd Externo Hard Estojo Capa Proteção Pronta Entrega,https://www.mercadolivre.com.br/porta-hd-externo-hard-estojo-capa-protecao-pronta-entrega/up/MLBU754149266#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=33&type=product&float_highlight=last_units&tracking_id=08babc82-d0ae-4619-8af4-094748010b85&wid=MLB2737343045&sid=search,MLB2737343045,4,Porta Hd Externo Hard Estojo Capa Proteção Pronta Entrega
1|tb|rapido|expansivel|500gb|1tb,ssd nvme,,,1TB,SSD,,,1 tb rapido expansivel,1,60.0,60.0,60.0,0,,0,1 Tb - Azul - Envio Rápido Ssd Expansível 500gb-60tb Direct,https://produto.mercadolivre.com.br/MLB-4031649851-1-tb-azul-envio-rapido-ssd-expansivel-500gb-60tb-direct-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=57&type=item&tracking_id=e70ccd18-2b1e-41a6-8cf8-ea0040015140&sid=search,MLB4031649851,8,1 Tb - Azul - Envio Rápido Ssd Expansível 500gb-60tb Direct
2|tb|rapido|expansivel|500gb|2tb,ssd nvme,,,2TB,SSD,,,2 tb rapido expansivel,1,61.0,61.0,61.0,0,,0,2 Tb - Azul - Envio Rápido Ssd Expansível 500gb-60tb Direct,https://produto.mercadolivre.com.br/MLB-4034990561-2-tb-azul-envio-rapido-ssd-expansivel-500gb-60tb-direct-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=54&type=item&tracking_id=e70ccd18-2b1e-41a6-8cf8-ea0040015140&sid=search,MLB4034990561,8,2 Tb - Azul - Envio Rápido Ssd Expansível 500gb-60tb Direct
estojo|rigido|para|250|gb|250gb,ssd nvme,,,250GB,SSD,,,estojo rigido para 250,1,65.0,65.0,65.0,0,,0,Estojo Rígido Para Ssd Externo 250 Gb/500 Gb/1 Tb/2 Tb,https://www.mercadolivre.com.br/estojo-rigido-para-ssd-externo-250-gb500-gb1-tb2-tb/up/MLBU3859376995#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=36&type=product&tracking_id=08babc82-d0ae-4619-8af4-094748010b85&wid=MLB6514714676&sid=search,MLB6514714676,4,Estojo Rígido Para Ssd Externo 250 Gb/500 Gb/1 Tb/2 Tb
4|tb|rapido|expansivel|500gb|4tb,ssd nvme,,,4TB,SSD,,,4 tb rapido expansivel,1,66.0,66.0,66.0,0,,0,4 Tb - Azul - Envio Rápido Ssd Expansível 500gb-60tb Direct,https://produto.mercadolivre.com.br/MLB-4034899893-4-tb-azul-envio-rapido-ssd-expansivel-500gb-60tb-direct-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=55&type=item&tracking_id=e70ccd18-2b1e-41a6-8cf8-ea0040015140&sid=search,MLB4034899893,8,4 Tb - Azul - Envio Rápido Ssd Expansível 500gb-60tb Direct
rigido|movel|de|1|tb|1tb,ssd nvme,,,1TB,SSD,,,rigido movel de 1,1,66.0,66.0,66.0,0,,0,Disco Rígido Externo Ssd Móvel De 1 Tb De Grande Capacidade,https://www.mercadolivre.com.br/disco-rigido-externo-ssd-movel-de-1-tb-de-grande-capacidade/p/MLB2091956678#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=38&type=product&tracking_id=08babc82-d0ae-4619-8af4-094748010b85&wid=MLB4747953773&sid=search,MLB4747953773,4,Disco Rígido Externo Ssd Móvel De 1 Tb De Grande Capacidade
8|tb|prata|rapido|expansivel|8tb,ssd nvme,,,8TB,SSD,,,8 tb prata rapido,1,71.0,71.0,71.0,0,,0,8 Tb - Prata - Envio Rápido Ssd Expansível 500gb-60tb,https://produto.mercadolivre.com.br/MLB-4022034521-8-tb-prata-envio-rapido-ssd-expansivel-500gb-60tb-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=56&type=item&tracking_id=e70ccd18-2b1e-41a6-8cf8-ea0040015140&sid=search,MLB4022034521,8,8 Tb - Prata - Envio Rápido Ssd Expansível 500gb-60tb
memoria|ram|valueram|1|kingston|8gb,memoria ram ddr5,Kingston,,8GB,,,,Kingston 8GB,1,132.0,132.0,132.0,5000,,0,Memória RAM ValueRAM 8GB 1 Kingston KVR16LN11/8,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=NzvqkYYzML8S1FNyVyTIubWFQ3K8gxkuy6QjJShI1UyyN1nASNEJw2OMQLPbNn%2BkOIC%2FSJZ99S0hAXHZfwERjJ69x8nvH1Svxp17odqCsKOg4j%2Bc6ieuDWrhd0QnXL4aH6kGJxEcMhxNGjocK1W1XldG3gFvUr8Gytw13Lt2yyckPyc7F%2BcF%2FRn7Af4HwW4bb6WCXsWi4On7B5DOLZ41z3fa2f%2BtV%2F3FMvJINC1mJHoqrtgmMh4DSgASeIe8Rtc04cXI7bfa9NohrRHqGruWxRGTbm%2BPrDHrv%2BEYjzj%2Fq0383TUt14d7tlr2yqtrLmUQAci5lL11qtg%2BfDy8W8TE5vY3GB8ZMinqX0IPf%2BDdIK1gJrFNeGCkHYezhwOQTtGLvaZx9O%2Fl3%2B2sOK%2BbPzydXSY89NiiiEL3alQ%2BdBluGP2WDDiWetJ7UmnTR%2By6GHcKRyw4oM8C03AMBBTogqHNDmuv2SzjQoCFQdMlPK0bcRq%2FxFZwBZTAbZFfzfmQ9t0PWJoSpGFpCmLo2whnVz68J23qxYu%2ByERDYGiBcAzc55C9qgu1F%2FnbVpf1GKmHcEwIDKg2uFHBTKa7MTYbtBOZAGwGFpgBj52gwQNREsK%2FZKwyi6SE523jiapzJxxb%2Brfai%2FZiEf9NpRN50PhyyQdmtBj06z3ToEse3EluXV4OD8Jw4FCsSKaWrznV73d8NV2VK7NZYfjR0kOtAAYLT4wKEkI%2Bi5X%2FveTt9To2O3Zk46LNquC%2BrzGiU8SS0chuBzZwmlLdDbGce0ykFrXc3xbHNVhvnXVaRZuNhskH3wsFj3vf9zOI7Ub41NcifGPy2qns%2BMJAJUOmyDqI8SCjnxEL%2FelvhaBiO3%2Bv%2Bdc5SFlfK3VY4d7SCsgcb5FVASPOeB6oWFLKBbkTkADWWsV2HKPrPtgsF8P3mR1fMXHeMrDwP0j3bDR0zA4wd8xEslsYv3V0aqD0kW35JMxavl6eQyVgfP5b29GRAVRhOFjpowHONH0KXzPMP3dL7yk6YZa%2BV4KUq75INqSK4dXDl2uNoeD2glNscyfAvUS%2Fohx5Xb2zAVRsIeOT%2BkKKBaIJd7%2B%2FRYY%3D&pdp_filters=item_id%3AMLB6631259888#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB6510628&backend_model=search-backend%3Bfallback_productos-promocionados_reco_of_reco_supple_view_view_reco_of_reco&be_origin=backend&search_layout=grid&position=27&type=pad&tracking_id=56117de3-36d7-4e30-9300-18626952aaf7&wid=MLB6631259888&sid=search,MLB6631259888,2,Memória RAM ValueRAM 8GB 1 Kingston KVR16LN11/8
